index,query,result_title,result_summary,expected_tag,llm_tag,llm_reason,confidence,is_correct,case_key,reviewed
43.0,塞尔达传说 旷野之息 购买,塞尔达传说 旷野之息 剧情与时间线解析,深度解读海拉鲁大陆的历史背景与人物关系变迁。,推荐场景衍生内容,推荐场景衍生内容,"第一步：宏观领域判断。Query是'塞尔达传说 旷野之息 购买'，Title是'塞尔达传说 旷野之息 剧情与时间线解析'。两者都涉及游戏《塞尔达传说：旷野之息》，属于同一个超大行业/类目（电子游戏），没有跨界或多义词问题。
第二步：核心诉求与实体二维判断。Query的核心实体是游戏《塞尔达传说：旷野之息》，核心动作/诉求是'购买'（获取游戏副本）。Title的核心实体相同，但核心动作/诉求是'剧情与时间线解析'（理解游戏内容）。这里，核心实体没变，但用户要做的核心动作/诉求发生了明显偏移：从购买游戏变为解析游戏剧情。这符合类别B【推荐场景衍生内容】的定义，即诉求/形式偏移。
第三步：严苛修饰词丢失检查。Query没有丢失修饰主语的限制词（如具体年份、型号），主语（游戏名称）完整，因此不属于丢词搜不准。
综上，这属于场景衍生，因为用户的核心诉求从购买转向了内容解析。",95,True,塞尔达传说 旷野之息 购买 || 塞尔达传说 旷野之息 剧情与时间线解析 || 深度解读海拉鲁大陆的历史背景与人物关系变迁。,
47.0,美的 空调 维修 电话,美的 空调 哪款好？各型号耗电量对比,为您详细对比美的旗下多款空调的制冷效果与性价比。,推荐场景衍生内容,推荐场景衍生内容,"1. 宏观领域判断：Query“美的空调维修电话”属于家电维修服务领域，Title“美的空调哪款好？各型号耗电量对比”属于家电产品选购/评测领域。两者同属家电行业，宏观领域一致。
2. 核心诉求与实体分析：Query的核心诉求是“获取维修服务联系方式”，核心实体是“美的空调”；Title的核心诉求是“产品选购对比”，核心实体也是“美的空调”。实体未变，但核心诉求从“维修”偏移为“选购/评测”，属于用户要解决的问题（任务/动作）发生了明显偏移。
3. 修饰词检查：未涉及具体年份、型号、地域等限制词丢失，主语“美的空调”未丢失。
4. 结论：符合类别B“推荐场景衍生内容”定义——核心实体未变，但核心诉求/动作从“维修”偏移为“选购”。",95,True,美的 空调 维修 电话 || 美的 空调 哪款好？各型号耗电量对比 || 为您详细对比美的旗下多款空调的制冷效果与性价比。,
48.0,狂飙 高启强 结局,狂飙 张颂文 演技细节深度赏析,从卖鱼贩到黑老大，分析张颂文在不同阶段的眼神变化。,推荐场景衍生内容,推荐场景衍生内容,"1. 宏观领域判断：Query'狂飙 高启强 结局'与Title'狂飙 张颂文 演技细节深度赏析'均属于影视娱乐领域，具体为电视剧《狂飙》相关内容，宏观领域一致。
2. 核心诉求分析：Query的核心诉求是了解角色'高启强'的'结局'（剧情结果），而Title提供的是演员'张颂文'的'演技细节赏析'（表演分析）。虽然实体'狂飙'未变，但核心诉求从'剧情结果'偏移为'表演分析'，属于核心动作/诉求发生明显偏移。
3. 修饰词检查：未涉及修饰词丢失问题，主语'狂飙'未丢失，但核心实体从'高启强'变为'张颂文'，且诉求类型发生根本变化。
4. 边界判断：此案例符合'核心实体可能没变，但用户要做的核心动作/诉求/形式发生明显偏移'的定义，应归类为'推荐场景衍生内容'。",95,True,狂飙 高启强 结局 || 狂飙 张颂文 演技细节深度赏析 || 从卖鱼贩到黑老大，分析张颂文在不同阶段的眼神变化。,
46.0,绝地求生 灵敏度 怎么调,绝地求生 PCL 春季赛 神仙枪法集锦,盘点职业赛场上那些令人窒息的高光狙击与压枪操作。,推荐场景衍生内容,推荐场景衍生内容,"第一步：宏观领域判断。Query '绝地求生 灵敏度 怎么调' 与 Title/Summary '绝地求生 PCL 春季赛 神仙枪法集锦' 都属于游戏《绝地求生》相关内容，宏观领域一致，无跨界或多义词问题。
第二步：核心诉求与实体二维判断。Query的核心诉求是学习游戏设置调整（灵敏度调节方法），核心实体是《绝地求生》游戏。Title/Summary的核心诉求是观看职业比赛精彩片段（集锦观赏），核心实体虽然也是《绝地求生》，但诉求从'学习调整方法'偏移为'观看比赛集锦'，用户要解决的任务发生了明显变化。
第三步：修饰词检查。Query中的'灵敏度'是核心诉求的关键限定词，Title/Summary完全丢失了这个限定，但'灵敏度'不是修饰主语的定语（主语是'绝地求生'），而是核心诉求的一部分。根据红线规则，这不算'丢词搜不准'，而是诉求偏移。
综合判断：符合类别B【推荐场景衍生内容】定义——核心实体（绝地求生）没变，但核心诉求/动作从'学习调整方法'偏移为'观看比赛集锦'。",95,True,绝地求生 灵敏度 怎么调 || 绝地求生 PCL 春季赛 神仙枪法集锦 || 盘点职业赛场上那些令人窒息的高光狙击与压枪操作。,
54.0,婴儿 奶粉 段数,二手挖掘机市场最新报价,三一重工、卡特彼勒二手工程机械设备交易价格汇总。,完全不相关,完全不相关,第一步：宏观领域跨界判断。Query'婴儿奶粉段数'属于母婴用品/婴幼儿食品领域，Title'二手挖掘机市场最新报价'属于工程机械/重型设备领域。两者属于完全不同的超大行业，毫无交集。第二步：检查是否存在一词多义导致的概念偷换。Query中的'奶粉'指婴幼儿配方奶粉，Title中的'挖掘机'指工程机械设备，两者没有共同的多义词歧义。'婴儿'和'二手'、'段数'和'市场'等词汇也没有明显的多义关联。第三步：根据判定大纲，纯粹的跨界且无核心多义词歧义应判为【完全不相关】。,95,True,婴儿 奶粉 段数 || 二手挖掘机市场最新报价 || 三一重工、卡特彼勒二手工程机械设备交易价格汇总。,
49.0,周星驰 电影 全集,周星驰电影 黄金配角 现状大盘点,吴孟达、苑琼丹、陈百祥等老戏骨的经典荧幕形象回顾。,推荐场景衍生内容,推荐场景衍生内容,第一步：宏观领域判断。Query是'周星驰 电影 全集'，Title是'周星驰电影 黄金配角 现状大盘点'。两者都涉及周星驰电影领域，属于同一个超大行业（影视娱乐），没有跨界或多义词问题。第二步：核心诉求与实体分析。Query的核心诉求是获取周星驰电影的全集内容（完整作品集合），核心实体是'周星驰电影'。Title的核心诉求是盘点周星驰电影中配角的现状（人物现状回顾），核心实体是'周星驰电影中的配角'。虽然核心实体都围绕周星驰电影，但用户的诉求发生了明显偏移：从'获取电影全集'变为'了解配角现状'。这符合类别B【推荐场景衍生内容】的定义：核心实体（周星驰电影）没变，但核心动作/诉求从'看作品集'偏移为'看人物盘点'。第三步：修饰词检查。Query没有丢失修饰词（如年份、型号等），主语'周星驰电影'完整保留，不符合丢词搜不准条件。综合判断，这属于场景衍生内容。,95,True,周星驰 电影 全集 || 周星驰电影 黄金配角 现状大盘点 || 吴孟达、苑琼丹、陈百祥等老戏骨的经典荧幕形象回顾。,
53.0,机械键盘 推荐,秋冬感冒药选购指南,流感高发季，家里应该常备哪些感冒药？医生教你选。,完全不相关,完全不相关,"1. 宏观领域判断：Query'机械键盘 推荐'属于数码产品/外设领域，Title'秋冬感冒药选购指南'属于医疗健康/药品领域。两者属于完全不同的超大行业，毫无交集。
2. 多义词检查：'机械键盘'和'感冒药'之间不存在一词多义导致的概念偷换，没有核心多义词歧义。
3. 跨界判定：这是纯粹的跨界且无核心多义词歧义，符合'蔡徐坤变原神'这类完全不相关案例。
4. 结论：Query与Title/Summary在领域、实体、诉求上均无任何关联，属于完全不相关。",95,True,机械键盘 推荐 || 秋冬感冒药选购指南 || 流感高发季，家里应该常备哪些感冒药？医生教你选。,
56.0,英雄联盟 官网,法考客观题报名条件详解,2024年国家司法考试报名条件限制与流程解析。,完全不相关,完全不相关,第一步：宏观领域跨界判断。Query为'英雄联盟 官网'，属于电子游戏/网络游戏领域；Title为'法考客观题报名条件详解'，属于法律职业资格考试/教育领域。两者属于完全不同的超大行业/超大类目，毫无交集。第二步：检查是否存在一词多义导致的概念偷换。'英雄联盟'是知名电子游戏名称，'法考'是法律职业资格考试简称，两者没有共同的多义词歧义（不存在像'苹果'水果变手机这样的概念偷换）。第三步：根据判定大纲，纯粹的跨界且无核心多义词歧义应判为【完全不相关】。,95,True,英雄联盟 官网 || 法考客观题报名条件详解 || 2024年国家司法考试报名条件限制与流程解析。,
50.0,英雄联盟 充值,英雄联盟 S13 全球总决赛 赛程表,T1夺冠之路回顾，LPL赛区战队表现盘点。,推荐场景衍生内容,推荐场景衍生内容,"第一步：宏观领域判断。Query为'英雄联盟 充值'，涉及游戏内消费行为；Title为'英雄联盟 S13 全球总决赛 赛程表'，涉及电竞赛事信息。两者均属于'电子游戏/电竞'超大行业，宏观领域一致。
第二步：核心诉求与实体分析。Query的核心诉求是'充值'（游戏内支付行为），核心实体是'英雄联盟'；Title的核心诉求是'查看赛程表'（赛事信息查询），核心实体也是'英雄联盟'。虽然核心实体相同，但用户的动作从'充值'偏移到了'查看赛事信息'，诉求发生了明显变化。
第三步：修饰词检查。Query没有丢失修饰词，而是整个核心诉求被替换。根据判定大纲，这符合类别B'推荐场景衍生内容'的定义：核心实体未变，但核心动作/诉求发生偏移（判例4-6类似）。
结论：不属于同领域（诉求未保持），也不属于丢词搜不准（未丢失修饰词），更非完全不相关或query理解有误。应归类为'推荐场景衍生内容'。",95,True,英雄联盟 充值 || 英雄联盟 S13 全球总决赛 赛程表 || T1夺冠之路回顾，LPL赛区战队表现盘点。,
55.0,周杰伦 专辑,室内绿植养护新手技巧,琴叶榕、龟背竹怎么养？浇水和光照是关键。,完全不相关,完全不相关,1. 宏观领域判断：Query为'周杰伦 专辑'，属于音乐/娱乐领域；Title为'室内绿植养护新手技巧'，属于家居/园艺领域。两者属于完全不同的超大行业/超大类目，毫无交集。2. 多义词排雷：检查是否存在一词多义导致的概念偷换。'周杰伦'是歌手姓名，'专辑'指音乐作品，没有歧义；'室内绿植养护'是园艺活动，没有与音乐相关的多义性。两者之间没有核心多义词歧义。3. 结论：纯粹的跨界且无核心多义词歧义，符合'蔡徐坤变原神'这类判例，应判为完全不相关。,95,True,周杰伦 专辑 || 室内绿植养护新手技巧 || 琴叶榕、龟背竹怎么养？浇水和光照是关键。,
51.0,周杰伦 演唱会 门票,周杰伦 粉丝 后援会 线下聚会Vlog,杰迷们齐聚一堂，翻唱经典歌曲，分享追星故事。,推荐场景衍生内容,推荐场景衍生内容,"1. 宏观领域判断：Query'周杰伦 演唱会 门票'属于娱乐/音乐/演唱会领域，Title'周杰伦 粉丝 后援会 线下聚会Vlog'也属于娱乐/粉丝活动领域，两者在宏观领域上一致，不存在跨界或多义词问题。
2. 核心诉求与实体分析：Query的核心实体是'周杰伦'，核心动作/诉求是'购买/查询演唱会门票'。Title的核心实体虽然也是'周杰伦'，但核心动作/诉求已从'购票'偏移为'观看粉丝聚会Vlog'，用户要解决的问题从交易/信息查询变成了娱乐内容消费。
3. 修饰词检查：Query中的'门票'是核心诉求的关键组成部分，不是修饰主语的定语，因此不适用'丢词搜不准'类别。
4. 最终判定：核心实体未变，但核心诉求从'购票'变为'观看粉丝活动Vlog'，符合'场景衍生'定义（诉求/形式发生明显偏移）。",95,True,周杰伦 演唱会 门票 || 周杰伦 粉丝 后援会 线下聚会Vlog || 杰迷们齐聚一堂，翻唱经典歌曲，分享追星故事。,
57.0,美妆 博主 推荐,汽车轮胎气压多少合适,老司机告诉你，冬夏季节汽车胎压应该保持在多少。,完全不相关,完全不相关,第一步：宏观领域跨界判断。Query是'美妆博主推荐'，属于美妆/时尚/自媒体领域；Title是'汽车轮胎气压多少合适'，属于汽车/交通/维修领域。两者属于完全不同的超大行业/超大类目，毫无交集。第二步：检查是否存在一词多义导致的概念偷换。Query中的'美妆'指化妆品/美容领域，'博主'指内容创作者；Title中的'汽车'、'轮胎'、'气压'都是明确的汽车相关术语。没有发现像'苹果'（水果变手机）这样的多义词歧义。这是纯粹的跨界且无核心多义词歧义。第三步：根据判定大纲，完全跨界且无多义词歧义的情况应判为'完全不相关'。Query和Title在核心诉求、实体、修饰词等所有维度上均无关联。,95,True,美妆 博主 推荐 || 汽车轮胎气压多少合适 || 老司机告诉你，冬夏季节汽车胎压应该保持在多少。,
52.0,高铁 时刻表,红烧肉的家常做法教程,教你一步步做出软糯香甜的红烧肉，新手零失败。,完全不相关,完全不相关,"1. 宏观领域跨界判断：Query'高铁时刻表'属于交通出行/铁路运输领域，Title'红烧肉的家常做法教程'属于美食烹饪/菜谱领域。两者属于完全不同的超大行业/超大类目，毫无交集。
2. 多义词排雷：检查是否存在一词多义导致的概念偷换。'高铁'指高速铁路，'时刻表'指列车时间安排；'红烧肉'是菜肴名称。这些词语在各自领域含义明确，不存在跨领域的多义词歧义（如'苹果'水果变手机这类情况）。
3. 核心诉求分析：用户搜索'高铁时刻表'的核心诉求是查询列车班次时间信息，属于信息查询类需求。返回的'红烧肉做法教程'是烹饪教学类内容，两者核心诉求完全无关。
4. 边界情况确认：不存在任何字面重合导致的模糊边界（如'回家'和'家中'这种无关紧要的重合），这是纯粹的跨界且无核心多义词歧义的情况。
5. 根据判定大纲：完全跨界且无多义词歧义 → 应判【完全不相关】。",99,True,高铁 时刻表 || 红烧肉的家常做法教程 || 教你一步步做出软糯香甜的红烧肉，新手零失败。,
58.0,考研 政治 真题,宠物猫体外驱虫药评测,大宠爱、海乐妙等热门猫咪驱虫药成分对比。,完全不相关,完全不相关,第一步：宏观领域跨界判断。Query为'考研 政治 真题'，属于教育/考试领域；Title为'宠物猫体外驱虫药评测'，属于宠物/医疗领域。两者属于完全不同的超大行业/超大类目，毫无交集。第二步：检查是否存在一词多义导致的概念偷换。Query中的'政治'指学科考试内容，Title中的'政治'未出现；Query中的'真题'指考试题目，Title中未涉及。不存在核心多义词歧义（如'苹果'水果变手机）。第三步：根据判定大纲，纯粹的跨界且无核心多义词歧义，应判为【完全不相关】。第四步：确认归因标准，符合'完全不相关'定义。,95,True,考研 政治 真题 || 宠物猫体外驱虫药评测 || 大宠爱、海乐妙等热门猫咪驱虫药成分对比。,
60.0,怎么 洗 羽绒服,太阳系八大行星距离排行,天文科普：地球距离火星到底有多远？,完全不相关,完全不相关,第一步：宏观领域跨界判断。Query'怎么洗羽绒服'属于生活技巧/衣物护理领域，Title'太阳系八大行星距离排行'和Summary'天文科普：地球距离火星到底有多远？'属于天文科学领域。这两个领域属于完全不同的超大行业类别，毫无交集。第二步：检查是否存在一词多义导致的概念偷换。'羽绒服'和'行星'、'距离'之间没有多义词关联，'洗'和'天文科普'也没有语义重叠。这是纯粹的跨界且无核心多义词歧义。第三步：根据判定大纲，完全跨界且无多义词歧义的情况应判为【完全不相关】。,99,True,怎么 洗 羽绒服 || 太阳系八大行星距离排行 || 天文科普：地球距离火星到底有多远？,
62.0,干皮 护肤品 推荐,义乌五金建材小商品批发市场,寻找一手货源，义乌国际商贸城五金区探店。,完全不相关,完全不相关,1. 宏观领域判断：Query'干皮 护肤品 推荐'属于美妆护肤领域，Title'义乌五金建材小商品批发市场'属于五金建材批发领域。两者属于完全不同的超大行业/类目，毫无交集。2. 多义词检查：'干皮'指干燥皮肤，'五金'指金属制品，不存在一词多义导致的概念偷换。3. 跨界判定：这是纯粹的跨界且无核心多义词歧义，符合'蔡徐坤变原神'这类判例。4. 结论：应判为【完全不相关】。,99,True,干皮 护肤品 推荐 || 义乌五金建材小商品批发市场 || 寻找一手货源，义乌国际商贸城五金区探店。,
59.0,三亚 旅游 攻略,A股股票开户详细流程,新手怎么炒股？券商开户手续费对比与避坑指南。,完全不相关,完全不相关,第一步：宏观领域跨界判断。Query'三亚 旅游 攻略'属于旅游/出行领域，Title/Summary'A股股票开户详细流程'属于金融/投资领域。两者属于完全不同的超大行业，毫无交集。第二步：检查是否存在一词多义导致的概念偷换。'攻略'在旅游语境中指旅行指南，在金融领域可能被误解为投资策略，但核心实体'三亚'（旅游目的地）与'A股股票'（金融产品）之间不存在多义词直接关联，'旅游'与'开户'也无语义重叠。这是纯粹的跨界，无核心多义词歧义。第三步：根据判定大纲，完全跨界且无多义词歧义应判为'完全不相关'。用户核心诉求（获取旅游信息）与返回内容（股票开户指南）完全无关，仅字面'攻略'可能微弱关联但不足以改变领域本质差异。,95,True,三亚 旅游 攻略 || A股股票开户详细流程 || 新手怎么炒股？券商开户手续费对比与避坑指南。,
61.0,北京 天气 预报,牛排煎几分熟最好吃,西餐礼仪与美食科普：菲力牛排的黄金熟度。,完全不相关,完全不相关,"1. 宏观领域判断：Query是'北京 天气 预报'，属于气象服务领域；Title是'牛排煎几分熟最好吃'，属于美食烹饪领域。两者属于完全不同的超大行业/超大类目，毫无交集。
2. 多义词检查：'天气'和'牛排'之间不存在一词多义导致的概念偷换，纯粹是跨界内容。
3. 核心诉求分析：用户查询的是特定城市的气象信息，而返回的是西餐烹饪技巧，用户的核心任务目标（获取天气预报）与返回内容（学习烹饪技巧）完全不一致。
4. 根据判定大纲：这种情况属于纯粹的跨界且无核心多义词歧义，符合'蔡徐坤变原神'这类判例模式。
5. 结论：应归类为【完全不相关】。",95,True,北京 天气 预报 || 牛排煎几分熟最好吃 || 西餐礼仪与美食科普：菲力牛排的黄金熟度。,
65.0,减脂 运动 计划,好用的文言文翻译软件推荐,高中生必备，拍照即可精准翻译文言文的APP合集。,完全不相关,完全不相关,"1. 宏观领域判断：Query是'减脂 运动 计划'，属于健身/健康领域；Title/Summary是'好用的文言文翻译软件推荐'，属于教育/学习工具领域。两者属于完全不同的超大行业/超大类目，毫无交集。
2. 多义词排雷：检查是否存在一词多义导致的概念偷换。'减脂'、'运动'、'计划'、'文言文'、'翻译'、'软件'等词语在各自领域都有明确含义，没有出现像'苹果'（水果/手机）这样的多义词歧义。
3. 结论：这是纯粹的跨界且无核心多义词歧义，符合'完全不相关'的判定标准。",95,True,减脂 运动 计划 || 好用的文言文翻译软件推荐 || 高中生必备，拍照即可精准翻译文言文的APP合集。,
66.0,现代 极简 装修 风格,考公结构化面试高分技巧,公务员面试考官看重什么？这样答题才能拿高分。,完全不相关,完全不相关,第一步：宏观领域跨界判断。Query'现代极简装修风格'属于家居装修/室内设计领域，Title'考公结构化面试高分技巧'属于职业考试/公务员考试领域。两者属于完全不同的超大行业/超大类目，毫无交集。第二步：检查是否存在一词多义导致的概念偷换。'现代'、'极简'、'风格'等词在装修和考试领域没有明显的多义歧义，'装修'与'面试'更是完全不同概念。这属于纯粹的跨界且无核心多义词歧义。根据判定大纲，应判为【完全不相关】。第三步：确认不涉及丢词搜不准（因为主语完全不同）或场景衍生（领域完全无关）。,95,True,现代 极简 装修 风格 || 考公结构化面试高分技巧 || 公务员面试考官看重什么？这样答题才能拿高分。,
67.0,鞋子 尺码 对照表,2024中国云计算行业发展报告,深度剖析阿里云、腾讯云等厂商的市场份额与技术趋势。,完全不相关,完全不相关,第一步：宏观领域跨界判断。Query'鞋子尺码对照表'属于服装/鞋类购物领域，Title'2024中国云计算行业发展报告'属于科技/云计算行业领域。两者属于完全不同的超大行业，毫无交集。第二步：检查是否存在一词多义导致的概念偷换。Query中的'尺码'指鞋码尺寸，'对照表'指尺寸换算表；Title中的'报告'指行业分析文档。没有发现'鞋子'、'尺码'、'对照表'等词在云计算领域有特殊多义含义（如'云'在Query中未出现）。这是纯粹的跨界且无核心多义词歧义。第三步：根据判定大纲，完全跨界且无多义词歧义应判为'完全不相关'。,95,True,鞋子 尺码 对照表 || 2024中国云计算行业发展报告 || 深度剖析阿里云、腾讯云等厂商的市场份额与技术趋势。,
64.0,快手 家常菜 菜谱,大疆无人机航拍运镜技巧,新手如何用无人机拍出电影感的大片？运镜手法教学。,完全不相关,完全不相关,"1. 宏观领域判断：Query涉及'快手'（短视频平台）、'家常菜'（烹饪）、'菜谱'（烹饪指导），属于生活服务/内容创作领域；Title/Summary涉及'大疆无人机'（科技产品）、'航拍运镜技巧'（摄影技术），属于科技/摄影领域。两者在超大行业/超大类目上无交集（生活服务 vs 科技摄影），属于完全跨界。
2. 多义词排雷：检查是否存在一词多义导致的概念偷换。Query中的'快手'指短视频平台，Title/Summary中无对应多义词；'家常菜'、'菜谱'与'无人机'、'航拍'无语义关联。无核心多义词歧义。
3. 核心诉求分析：Query用户诉求是寻找家常菜烹饪指导（动作：学习菜谱）；Title/Summary提供无人机摄影技巧（动作：学习运镜）。两者核心动作、实体均无关联。
4. 结论：符合'纯粹的跨界且无核心多义词歧义'标准，无任何场景衍生或同领域替换关系。",95,True,快手 家常菜 菜谱 || 大疆无人机航拍运镜技巧 || 新手如何用无人机拍出电影感的大片？运镜手法教学。,
63.0,苹果 手机 壳,牙齿隐形正畸痛不痛,牙医科普：隐适美正畸周期的不适感及应对方法。,完全不相关,完全不相关,"1. 宏观领域判断：Query为'苹果 手机 壳'，核心涉及消费电子配件领域；Title为'牙齿隐形正畸痛不痛'，核心涉及医疗健康/牙科领域。两者属于完全不同的超大行业（消费电子 vs 医疗健康），毫无交集。
2. 多义词排查：'苹果'在Query中明确指向手机品牌（苹果手机），与Title中的'牙齿'无任何语义关联。不存在'苹果'一词多义导致的概念偷换（如水果变手机），因为这里'苹果'本就是手机品牌，而Title完全未涉及该词。
3. 跨界判定：双方领域完全无重叠，且无核心多义词歧义（Query中的'苹果'是明确品牌词，Title未使用该词）。属于纯粹的跨界，仅字面'牙'与'壳'无关紧要的发音近似，但无实质关联。
4. 结论：符合判定大纲第一步中'纯粹的跨界且无核心多义词歧义'的情况，应归为【完全不相关】。",95,True,苹果 手机 壳 || 牙齿隐形正畸痛不痛 || 牙医科普：隐适美正畸周期的不适感及应对方法。,
70.0,潜水 装备,在贴吧潜水十年是一种怎样的体验,只看不发帖，老网民分享自己的网络潜水心态。,query理解有误,query理解有误,"1. 宏观领域判断：Query'潜水 装备'属于【体育运动/户外活动】领域，Title'在贴吧潜水十年是一种怎样的体验'属于【网络行为/社交媒体】领域。两者属于完全不同的超大行业类别，毫无交集。
2. 多义词排雷：'潜水'一词存在明显多义歧义。在Query中，'潜水'指体育运动中的水下活动；在Title中，'潜水'指网络行为中的只看不发帖。这是典型的一词多义导致的概念偷换。
3. 根据判定大纲第一步：存在'一词多义'导致的概念偷换 → 应判【query理解有误】。
4. 不适用其他类别：因为完全跨界，不涉及核心诉求与实体的二维判断，也不涉及修饰词丢失问题。",95,True,潜水 装备 || 在贴吧潜水十年是一种怎样的体验 || 只看不发帖，老网民分享自己的网络潜水心态。,
73.0,蓝牙 连不上,冷光蓝光牙齿美白仪器推荐,在家也能轻松做牙齿美白，冷蓝光技术安全吗？,query理解有误,完全不相关,第一步：宏观领域跨界判断。Query'蓝牙 连不上'属于电子设备连接技术领域，Title'冷光蓝光牙齿美白仪器推荐'属于个人护理/美容领域。两者属于完全不同的超大行业（电子技术 vs 美容健康），毫无交集。第二步：检查是否存在一词多义导致的概念偷换。'蓝牙'是无线通信技术专有名词，'蓝光'是牙齿美白技术中的光波类型，两者虽然都含'蓝'字，但概念完全不同，不存在核心多义词歧义（如'苹果'水果变手机那种）。这是纯粹的跨界且无核心多义词歧义。第三步：根据判定大纲，完全跨界且无多义词歧义应判为【完全不相关】。,95,False,蓝牙 连不上 || 冷光蓝光牙齿美白仪器推荐 || 在家也能轻松做牙齿美白，冷蓝光技术安全吗？,
71.0,隔离 怎么涂,居家隔离第七天生活日记,记录疫情期间在酒店集中隔离的心路历程。,query理解有误,query理解有误,1. 宏观领域判断：Query'隔离怎么涂'中的'隔离'在美妆领域指隔离霜/妆前乳，属于化妆品类别；Title'居家隔离第七天生活日记'中的'隔离'指疫情防控的隔离措施，属于公共卫生/生活记录类别。两者属于完全不同的超大行业领域（美妆vs公共卫生）。2. 多义词排雷：'隔离'一词存在明显的一词多义现象（化妆品隔离霜 vs 疫情防控隔离），这属于典型的概念偷换。3. 根据判定大纲第一步：存在一词多义导致的概念偷换，应判为【query理解有误】。4. 检查其他可能性：两者无任何核心诉求或实体的关联性，不是同领域替换，也不是场景衍生，更不是丢词问题。,95,True,隔离 怎么涂 || 居家隔离第七天生活日记 || 记录疫情期间在酒店集中隔离的心路历程。,
68.0,顺丰 快递 单号 查询,冬季野战钓鱼鲫鱼饵料配方,老钓友秘制中药酒米配方，冬天也能疯狂爆护。,完全不相关,完全不相关,第一步：宏观领域跨界与多义词排雷。Query是'顺丰 快递 单号 查询'，属于物流快递服务领域；Title是'冬季野战钓鱼鲫鱼饵料配方'，属于钓鱼/户外运动领域。两者属于完全不同的超大行业/超大类目，毫无交集。检查是否存在一词多义导致的概念偷换：'顺丰'是快递公司品牌，'快递'是物流服务，'单号'是物流追踪标识，'查询'是信息检索动作；'冬季'是季节，'野战'是户外活动类型，'钓鱼'是休闲运动，'鲫鱼'是鱼类，'饵料'是钓鱼用品，'配方'是制作方法。这些词语在各自领域都有明确含义，没有核心多义词歧义（如'苹果'水果变手机这种概念偷换）。因此，这是纯粹的跨界且无核心多义词歧义。第二步：由于完全跨界，无需进入核心诉求与实体的二维判断。第三步：严苛修饰词丢失检查不适用，因为主语完全不同。根据判定大纲，纯粹的跨界且无核心多义词歧义应判为【完全不相关】。Query是物流查询需求，Title是钓鱼饵料配方，用户核心任务目标（查询快递 vs. 获取钓鱼配方）和核心实体（快递单号 vs. 鲫鱼饵料）都完全不同，属于毫无关联的内容。,95,True,顺丰 快递 单号 查询 || 冬季野战钓鱼鲫鱼饵料配方 || 老钓友秘制中药酒米配方，冬天也能疯狂爆护。,
69.0,苹果 怎么选,iPhone 15 和 14 购买建议及参数对比,想换新手机？为你深度对比两款机型的性能差异。,query理解有误,推荐同领域内容,"1. 宏观领域判断：Query中的'苹果'在数码产品语境下通常指苹果公司产品，与Title/Summary中的iPhone手机属于同一超大行业（消费电子/数码产品）。不存在跨界问题。
2. 核心诉求分析：Query'苹果 怎么选'的核心诉求是'如何选择苹果产品'，Title/Summary提供的是'iPhone 15和14的具体对比建议'。
3. 实体与诉求匹配：
   - 核心实体：Query中的'苹果'是品牌/产品线概念，Title/Summary具体到'iPhone 15和14'，属于从泛化品牌到具体型号的细化，但仍在同一产品体系内。
   - 核心诉求：Query的'怎么选'是泛化的选择指导需求，Title/Summary的'购买建议及参数对比'是具体的选择指导实现，诉求本质一致（都是提供选择建议）。
4. 修饰词检查：Query没有丢失具体修饰词（如型号、年份），而是本身就缺乏具体限定。
5. 最终判定：这属于【推荐同领域内容】——用户核心诉求（获取苹果产品选择建议）没变，核心实体从泛化的'苹果'品牌替换为具体的'iPhone 15和14'型号，属于同级实体替换（品牌→具体产品）。",95,False,苹果 怎么选 || iPhone 15 和 14 购买建议及参数对比 || 想换新手机？为你深度对比两款机型的性能差异。,
77.0,粉丝 怎么做好吃,流量明星团队是如何固粉虐粉的,揭秘粉圈乱象：打榜、控评背后的经纪公司运作。,query理解有误,query理解有误,第一步：宏观领域判断。Query'粉丝 怎么做好吃'中的'粉丝'指食品（粉条/米粉），属于食品烹饪领域；Title'流量明星团队是如何固粉虐粉的'中的'粉丝'指追星群体，属于娱乐产业领域。两者属于完全不同的超大行业领域，且存在'粉丝'一词多义导致的概念偷换（食品变追星群体）。第二步：根据判定大纲，存在一词多义导致的概念偷换应判为【query理解有误】。第三步：检查修饰词丢失情况，此处不适用，因为核心概念已发生根本性替换。,95,True,粉丝 怎么做好吃 || 流量明星团队是如何固粉虐粉的 || 揭秘粉圈乱象：打榜、控评背后的经纪公司运作。,
74.0,小米 粥 怎么熬,小米 14 Pro 徕卡影像深度评测,雷军最新力作，拍照实力能否硬刚苹果？,query理解有误,query理解有误,"1. 宏观领域判断：Query'小米粥怎么熬'属于食品烹饪领域，Title'小米14 Pro徕卡影像深度评测'属于数码产品评测领域。两者属于完全不同的超大行业/类目，毫无交集。
2. 多义词排雷：存在明显的'一词多义'情况。'小米'在Query中指谷物（粮食），在Title中指手机品牌（数码产品）。这是典型的概念偷换，不是纯粹的跨界。
3. 根据判定大纲第一步：存在'一词多义'导致的概念偷换 → 应判【query理解有误】。
4. 不适用后续步骤（核心诉求判断、丢词检查），因为宏观领域已完全跨界且有多义词问题。",95,True,小米 粥 怎么熬 || 小米 14 Pro 徕卡影像深度评测 || 雷军最新力作，拍照实力能否硬刚苹果？,
